Channel Name,Video Title,Comment,Sentiment
MrBeast,World’s Deadliest Obstacle Course!,Mac is crazy 😝,Neutral
MrBeast,World’s Deadliest Obstacle Course!,"I thank MrBeast for introducing me to Cirkul. I drink so much more water. I haven&#39;t watched a video of his in a while. This one was very satisfying! Congrats Mac, well-deserved.",Neutral
MrBeast,World’s Deadliest Obstacle Course!,i wish i can do a challenge like this in mr beasts video i wouldnt hesitate at all it seems so fun i litreally love hights,Positive
MrBeast,World’s Deadliest Obstacle Course!,Thanku mr beast for mack,Neutral
MrBeast,World’s Deadliest Obstacle Course!,U can try the game of PANJAT PINANG from Indonesia 🌴,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Good efforts Mr beast❤,Positive
MrBeast,World’s Deadliest Obstacle Course!,I think mac is like a ninja,Positive
MrBeast,World’s Deadliest Obstacle Course!,Main bhi ese videos banata hun but 2 Subscribers 😢😢😢,Negative
MrBeast,World’s Deadliest Obstacle Course!,"I hope you always have the best, I don&#39;t want my God to look at me, I wish my life would change like you, my family wouldn&#39;t be so miserable.",Positive
MrBeast,World’s Deadliest Obstacle Course!,Nooooooo dont change him i love him,Positive
MrBeast,World’s Deadliest Obstacle Course!,I am your big fan and i want to meet you 😢,Negative
MrBeast,World’s Deadliest Obstacle Course!,"<a href=""https://www.youtube.com/watch?v=PWirijQkH4M&amp;t=505"">8:25</a> 😮",Neutral
MrBeast,World’s Deadliest Obstacle Course!,I like yours video,Positive
MrBeast,World’s Deadliest Obstacle Course!,I like to be in one your video please Jimmy,Positive
MrBeast,World’s Deadliest Obstacle Course!,Mr beast always on fire 🔥🔥🔥🔥,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Nunca habia visto tus videos mr beast son Arte,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Congrats to Mack,Neutral
MrBeast,World’s Deadliest Obstacle Course!,WAAAAA MR BEAST ES DIOS,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Vamos Mac tú puedes. Mitos mitos dos videos pero bien uno pero me sentía muy triste cuando pusiste así que bueno tienes que ganar esta vez. Vamos Mac te apoyamos. Mac Mac Mac Mac Mac Mac Mac Mac Mac Mac mamac,Neutral
MrBeast,World’s Deadliest Obstacle Course!,ฮือออออออ ตามเขามาตั้งแต่สองรอบแรก คู่ควรมากแล้วค่ะ ดีใจด้วยนะคะ แมคคุณเก่งมากเลยยยย,Neutral
MrBeast,World’s Deadliest Obstacle Course!,🔥🔥🔥💪👍😎,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Do another video with Mack,Neutral
MrBeast,World’s Deadliest Obstacle Course!,I am inani .weri weri good  i love you mr beast❤❤❤,Positive
MrBeast,World’s Deadliest Obstacle Course!,You go mack!!!!!!!❤❤❤❤,Positive
MrBeast,World’s Deadliest Obstacle Course!,Hii mr beaaasttt,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Mac is the absolute best man on earth ❤❤❤❤😂😂🎉🎉🎉😊😊,Positive
MrBeast,World’s Deadliest Obstacle Course!,I almost cry for him I just hope he wins ❤😢,Neutral
MrBeast,World’s Deadliest Obstacle Course!,완전 재미있어요!!,Neutral
MrBeast,World’s Deadliest Obstacle Course!,LETS GO MACK🎉🎉🎉🎉🎉,Neutral
MrBeast,World’s Deadliest Obstacle Course!,"You are a genius,  and I need byour help god bless you❤",Positive
MrBeast,World’s Deadliest Obstacle Course!,wow lovely and so strong family...love you guys😘,Positive
MrBeast,World’s Deadliest Obstacle Course!,This is the best video of all time,Positive
MrBeast,World’s Deadliest Obstacle Course!,Yoooooooooooo🙏🏠🔴🇲🇽,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Mack brings her family to victory🎉,Neutral
MrBeast,World’s Deadliest Obstacle Course!,"मैं भारतीय हूं,और मैं चाहता हूं की यह खेल मेरे यहां भी एक बार खेला जाये।<br>में पुरा सहयोग करेगा।",Neutral
MrBeast,World’s Deadliest Obstacle Course!,"Sempre tive vontade de inscrever aqui no MrBeast , Hoje consegui....",Neutral
MrBeast,World’s Deadliest Obstacle Course!,Best friend trust,Positive
MrBeast,World’s Deadliest Obstacle Course!,"Crossing obstacles like these requires huge stamina, physical fitness, skills and patience. But when one overcomes them, one&#39;s joys and excitement remain skyrocketing.",Positive
MrBeast,World’s Deadliest Obstacle Course!,"This morning, I had a festival",Neutral
MrBeast,World’s Deadliest Obstacle Course!,"<a href=""https://www.youtube.com/watch?v=PWirijQkH4M&amp;t=641"">10:41</a> 😂😂😂",Neutral
MrBeast,World’s Deadliest Obstacle Course!,Я так сильно переживала 😂🎉,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Nunca habia estado tan feliz de ver a un extraño ganar plata. Pero Mack ya lo merecía,Neutral
MrBeast,World’s Deadliest Obstacle Course!,amazing,Positive
MrBeast,World’s Deadliest Obstacle Course!,Mr Bean tiene un canal,Neutral
MrBeast,World’s Deadliest Obstacle Course!,MR BEATS NICE,Neutral
MrBeast,World’s Deadliest Obstacle Course!,You deserved this Mac. Congrats!!!!🥹🥹🥹,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Por fin Make ganó 🎉🎉🎉🎉🎉🎉🎉🎉,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Can you like cats?😢,Neutral
MrBeast,World’s Deadliest Obstacle Course!,Thankx for 100 subsribers ❤🎉,Positive
MrBeast,World’s Deadliest Obstacle Course!,Cool ❤😂,Positive
MrBeast,World’s Deadliest Obstacle Course!,I like max he is more stronger.<br>❤❤❤😊,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",bro their conversation at the end made me cry it was absolutely beautiful,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😮😮😮😮😮😮😮😮😮😮😮😮😮😮,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",subscribed already three years ago,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",nice video,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",❤❤❤❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",and why not do this with lots of young people from several countries?,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",I will wotch your video daily,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Hy bro,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",I am Indian,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Muche bhi do chailenj kuch,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Salam azəri var azəri 😂😂,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Kung ako yan ubos pera mo saken hahaha,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Hello,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Ok im suscreb bro 😁,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Я подписался сегодня Булаев АВ,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Amazing content 👍,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Такой шанс просрать..,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Nice challenge,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Очередное шоу,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",wow from indonesia,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",MrBeast abi 1000 $ gönderir misin bize gönderir misin babamın fazla parası yok da❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Ikr,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",🎉🎉❤❤😊😊,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",🔥🔥🔥,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Por favor necesito hacer ese reto,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Super sekali!!!,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",เป็นเกมส์ที่ง่าย,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness","Возьмите меня на такое испытание, я покажу как надо выживать",Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Misterbiste dovido pada pseudônimo numero,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Pengen mau uang 💸😊,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness","Hello,  🎉",Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",🎉🎉🎉🎉🎉🎉,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",❤❤❤❤❤❤❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Very surprising 🛶…<br>Great 😊👍👍👍<br><br>Last conversation it’s made me cry ..,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Егорик,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",🎉🎉🎉,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",🇮🇩,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Love ❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Wow❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Nice,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Bejirr😮,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Top eu ficaria,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness","I&#39;m from Indonesia, can I get a cellphone?",Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",hadir🙋,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",This challenge was so easy @M,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Hai jimi aku Aisyah setiap aku nonton kamu aku meng ngelaik kamu.,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",I am 🇮🇳indian. I want to take gift from you😅,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness","It&#39;s impossible to get Samsung by just subscribing, it&#39;s also impossible to send it to Indonesia",Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Been subbed bro,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Aise karke Kitna log Ko pagal banate Ho,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Yah to the lekin tum nahin diya,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Mas<br>Videos de esos 😻,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",I love you Mister Best,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😂😂😂😂😂,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Возьмите меня на работу за 10 ку,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Агафья выйграла все деньги. Она всю жизнь в одного в лесу😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Siu,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",SIIIUUUUU,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",I&#39;m your old friend but new subscriber. I want Samsung S24.,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",@mrbeast i challenge you to challenge  me 😊,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Super viedo❤❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Where do i sign up?,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢😢😢😢😮😮,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢😢😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Llore más que en un episodio de la Rosa de Guadalupe!!! 😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😮,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢💔💔💔,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😢😢😢😢😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Love from assam❤❤😢😢 In India🇮🇳,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Sou escrito no canal 📱,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Abone oldum ❤❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",if it blees you can eat it...,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Saya tertarik,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Saya orang Indonesia pengen punya HP sebagus itu buat iatriku,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",I am going to play,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Hola mesterves,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Clicked for the Kuiu camo patterns,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",👍,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",😊😊,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Subscrbed,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",He&#39;d owe me millions. ..,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",llevenme a mi por favor a este retoooo... yo puedo hacer eso mucho mejor 😢,Negative
MrBeast,"$10,000 Every Day You Survive In The Wilderness",BROTHER 🎉🎉🎉🎉🎉🎉❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Jai shree ram ❤❤❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Jime love you Bangladesh,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Я выживу один дольше,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Semangat terus MRbeast <br>   Salam dari indonesia,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Wish I got a invite,Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",",🇺🇦",Neutral
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Quero meu celular 📱 já estou inscrito 🎉❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",امنيت حياتي أن أشارك معكم ❤❤❤,Positive
MrBeast,"$10,000 Every Day You Survive In The Wilderness",Me encantaría participar en uno de tus videos,Neutral
MrBeast,Sprinting with More and More Money,Looks like I’m robbing a bank lol,Positive
MrBeast,Sprinting with More and More Money,"Parayı kasasına değil de kalbine koyanların hali ,😊",Neutral
MrBeast,Sprinting with More and More Money,"Guys, why don&#39;t you come to Nicaragua?",Neutral
MrBeast,Sprinting with More and More Money,Подкинь немного мне😊,Neutral
MrBeast,Sprinting with More and More Money,Денег дай,Neutral
MrBeast,Sprinting with More and More Money,Дай денег.,Neutral
MrBeast,Sprinting with More and More Money,Cv,Neutral
MrBeast,Sprinting with More and More Money,I think I can lift more than you😊,Neutral
MrBeast,Sprinting with More and More Money,❤❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,이게 뭐하는짓이야ㅋㅋㅋㅋㅋ,Neutral
MrBeast,Sprinting with More and More Money,이형도 하넼ㅋ,Neutral
MrBeast,Sprinting with More and More Money,"120,000",Neutral
MrBeast,Sprinting with More and More Money,Wow... money money ❤,Positive
MrBeast,Sprinting with More and More Money,Halo u,Neutral
MrBeast,Sprinting with More and More Money,😂😂😂😂😅😅😅,Neutral
MrBeast,Sprinting with More and More Money,هذي الأموال لن تنجيك من نار جهنم<br>انصحك بالرجوع للإسلام,Neutral
MrBeast,Sprinting with More and More Money,Flex,Neutral
MrBeast,Sprinting with More and More Money,Купюры по 1 доллару?,Neutral
MrBeast,Sprinting with More and More Money,❤❤❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,"I love you, MrBeast❤❤",Positive
MrBeast,Sprinting with More and More Money,😂😂😂🎉😂😂🎉😊😊😊,Neutral
MrBeast,Sprinting with More and More Money,😮😮😮😮,Neutral
MrBeast,Sprinting with More and More Money,First person in the world saw aliens,Neutral
MrBeast,Sprinting with More and More Money,আমাকে টাকা দেন 100 k❤,Positive
MrBeast,Sprinting with More and More Money,I need that little bag of money😢,Negative
MrBeast,Sprinting with More and More Money,🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🔥🔥🔥🔥🔥🔥,Neutral
MrBeast,Sprinting with More and More Money,Anh nhiều tiền như vậy có thể tặng cho em 100 đô la không mrbeast?,Neutral
MrBeast,Sprinting with More and More Money,❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,Wow😮,Neutral
MrBeast,Sprinting with More and More Money,هاكذا يمضون الزاهدين مثل البدايه وهو لايحمل شيء,Neutral
MrBeast,Sprinting with More and More Money,Đưa số tiền đấy tôi cầm giúp bạn 😢,Negative
MrBeast,Sprinting with More and More Money,❤❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,Can I have some pls? ☺️lol,Positive
MrBeast,Sprinting with More and More Money,that&#39;s a lot of money,Neutral
MrBeast,Sprinting with More and More Money,❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,Ppl on the sidewalk:OO free moneyyyy,Neutral
MrBeast,Sprinting with More and More Money,"Did anyone else see the person at 60,000 trying to pick up the money?😂",Neutral
MrBeast,Sprinting with More and More Money,RAINING MONEY!!!,Neutral
MrBeast,Sprinting with More and More Money,Pls hlp me..,Neutral
MrBeast,Sprinting with More and More Money,Pesos por favor 🙏🙏🙏🙏,Neutral
MrBeast,Sprinting with More and More Money,Mister bis me das dinero mexicano tráeme 100000000000000000000,Neutral
MrBeast,Sprinting with More and More Money,আমি আপনার কমপিটিসন করতেচাই আমার আরধিক অবস্থা খুবিখারাব স্যার,Neutral
MrBeast,Sprinting with More and More Money,Money suit,Neutral
MrBeast,Sprinting with More and More Money,Hard. Work😮😮😮😮,Neutral
MrBeast,Sprinting with More and More Money,Home,Neutral
MrBeast,Sprinting with More and More Money,😂😂😂😂😂🎉,Neutral
MrBeast,Sprinting with More and More Money,Дай мне 42 миллиона $,Neutral
MrBeast,Sprinting with More and More Money,Your time has comeee 😂😂,Neutral
MrBeast,Sprinting with More and More Money,مزيفه😅,Neutral
MrBeast,Sprinting with More and More Money,Atatürk Denizli ülkede değilim Bana 10.000 lira getirir misin villa,Neutral
MrBeast,Sprinting with More and More Money,"People behind him : wow, there is money",Neutral
MrBeast,Sprinting with More and More Money,🤮🤮🤮🤮,Neutral
MrBeast,Sprinting with More and More Money,😂 я постоянно так думаю 😊,Neutral
MrBeast,Sprinting with More and More Money,1999,Neutral
MrBeast,Sprinting with More and More Money,O Kurwa 😂,Neutral
MrBeast,Sprinting with More and More Money,10000 dollar me,Neutral
MrBeast,Sprinting with More and More Money,Power of me beast 💵💵💵💵💵💵💵💵💵💵💵💵💵,Neutral
MrBeast,Sprinting with More and More Money,يبدو انني استطيع ان احمل اكثر منك,Neutral
MrBeast,Sprinting with More and More Money,"Ey, ho much can lift <br>1305000S,,",Neutral
MrBeast,Sprinting with More and More Money,Ale cyce skaczą,Neutral
MrBeast,Sprinting with More and More Money,Hello 👋,Neutral
MrBeast,Sprinting with More and More Money,😢,Negative
MrBeast,Sprinting with More and More Money,mrslop🤩🤩🤩🤩🤩🤩,Neutral
MrBeast,Sprinting with More and More Money,Aek beg idhr bhej do bhai,Neutral
MrBeast,Sprinting with More and More Money,Help the poor.,Neutral
MrBeast,Sprinting with More and More Money,If I have all of this money I will travel around the world😂😂😂,Neutral
MrBeast,Sprinting with More and More Money,"Человек, который вышел из леса о денежка.",Neutral
MrBeast,Sprinting with More and More Money,❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,😊😱,Neutral
MrBeast,Sprinting with More and More Money,❤❤,Positive
MrBeast,Sprinting with More and More Money,❤مستربيس❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,😂😂,Neutral
MrBeast,Sprinting with More and More Money,Nice money,Neutral
MrBeast,Sprinting with More and More Money,❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,❤❤❤,Positive
MrBeast,Sprinting with More and More Money,🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑,Neutral
MrBeast,Sprinting with More and More Money,$120,Neutral
MrBeast,Sprinting with More and More Money,Mrbeast kya tum mujhe ek scooty gift kar sakte ho main karanje mein rahata hun,Neutral
MrBeast,Sprinting with More and More Money,Comedy king rider,Neutral
MrBeast,Sprinting with More and More Money,🎉🎉🎉😂,Neutral
MrBeast,Sprinting with More and More Money,😂😂😂,Neutral
MrBeast,Sprinting with More and More Money,"Bro, how can ı come to america ?",Neutral
MrBeast,Sprinting with More and More Money,"Bro,i&#39;m turkish",Neutral
MrBeast,Sprinting with More and More Money,"Чапоюв,🥇",Neutral
MrBeast,Sprinting with More and More Money,كثرة الأموال تقتل صاحبها,Neutral
MrBeast,Sprinting with More and More Money,Money Bag 😅😅😅,Neutral
MrBeast,Sprinting with More and More Money,Sir mera plzz help kar do mai bhut jyda parsshaan hu sir plzzz😢,Negative
MrBeast,Sprinting with More and More Money,can I have them?,Neutral
MrBeast,Sprinting with More and More Money,🎉🎉❤,Positive
MrBeast,Sprinting with More and More Money,Sería bueno correr detrás de mister Beast,Neutral
MrBeast,Sprinting with More and More Money,所以搶銀行也是個體力活😂,Neutral
MrBeast,Sprinting with More and More Money,❤❤❤❤,Positive
MrBeast,Sprinting with More and More Money,Paisa bahut hai😊❤,Positive
MrBeast,Sprinting with More and More Money,グッド👍,Neutral
MrBeast,Sprinting with More and More Money,ഞാൻ,Neutral
MrBeast,Sprinting with More and More Money,Bular xaqiqiymi do‘st,Neutral
MrBeast,Sprinting with More and More Money,hola,Neutral
MrBeast,Sprinting with More and More Money,Супер,Neutral
MrBeast,Sprinting with More and More Money,"2000,00000",Neutral
MrBeast,Sprinting with More and More Money,😧,Neutral
MrBeast,Giving 1000 Phones Away,"Please make sure you have an email address on your profile! <br>We will be reaching out from giveaway@<a href=""http://mrbeastbusiness.com/"">mrbeastbusiness.com</a> if you are selected as a winner!",Neutral
MrBeast,Giving 1000 Phones Away,Eu quero um,Neutral
MrBeast,Giving 1000 Phones Away,I am from France,Neutral
MrBeast,Giving 1000 Phones Away,Can you make it iPhone,Neutral
MrBeast,Giving 1000 Phones Away,mrbeast pls me pls,Neutral
MrBeast,Giving 1000 Phones Away,22,Neutral
MrBeast,Giving 1000 Phones Away,You,Neutral
MrBeast,Giving 1000 Phones Away,رضا,Neutral
MrBeast,Giving 1000 Phones Away,Ive been subscribed for ages,Neutral
MrBeast,Giving 1000 Phones Away,Mándame un saludo,Neutral
MrBeast,Giving 1000 Phones Away,Oi,Neutral
MrBeast,Giving 1000 Phones Away,🎉,Neutral
MrBeast,Giving 1000 Phones Away,🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🙏🙏🙏🙏🙏🙏,Neutral
MrBeast,Giving 1000 Phones Away,আমি আপনার সব ভিডিও দেখি❤❤,Positive
MrBeast,Giving 1000 Phones Away,আসসালামু আলাইকুম ❤❤,Positive
MrBeast,Giving 1000 Phones Away,Thankyou sir ❤❤,Positive
MrBeast,Giving 1000 Phones Away,Saya belum dapat,Neutral
MrBeast,Giving 1000 Phones Away,Main bhi hun❤❤❤,Positive
MrBeast,Giving 1000 Phones Away,Bangadesh 😢😢😢,Negative
MrBeast,Giving 1000 Phones Away,❤❤❤❤❤❤,Positive
MrBeast,Giving 1000 Phones Away,😊😂🎉😊,Neutral
MrBeast,Giving 1000 Phones Away,😊,Neutral
MrBeast,Giving 1000 Phones Away,I pls.. 🙏🙏 🇲🇾🇲🇾,Neutral
MrBeast,Giving 1000 Phones Away,😢😢😢 मुझे भी चाहिये,Negative
MrBeast,Giving 1000 Phones Away,Im from Uzbekiston in Tashkent,Neutral
MrBeast,Giving 1000 Phones Away,❤,Positive
MrBeast,Giving 1000 Phones Away,I have been subscribed for 5 years now and still no sign 😢😢,Negative
MrBeast,Giving 1000 Phones Away,❤❤❤,Positive
MrBeast,Giving 1000 Phones Away,Io sono italiano e mi sa che non posso,Neutral
MrBeast,Giving 1000 Phones Away,ximena,Neutral
MrBeast,Giving 1000 Phones Away,Ну посмотрим работает или нет я подписался жду новый телефон 😅,Neutral
MrBeast,Giving 1000 Phones Away,Merkobejobhai🎉,Neutral
MrBeast,Giving 1000 Phones Away,🎉,Neutral
MrBeast,Giving 1000 Phones Away,No van a enviar nunca a Latinoamérica 😔😔🥺,Neutral
MrBeast,Giving 1000 Phones Away,😢,Negative
MrBeast,Giving 1000 Phones Away,I am from Bangladesh,Neutral
MrBeast,Giving 1000 Phones Away,Moi aussi je souhaite avoir un téléphone je vie le Cameroun,Neutral
MrBeast,Giving 1000 Phones Away,Hey,Neutral
MrBeast,Giving 1000 Phones Away,Men  oduna  bo&#39;lganman,Neutral
MrBeast,Giving 1000 Phones Away,Ben❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😢😢😢abi😢😢😢😊😊😊,Neutral
MrBeast,Giving 1000 Phones Away,Facke video,Neutral
MrBeast,Giving 1000 Phones Away,🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿,Neutral
MrBeast,Giving 1000 Phones Away,Boa tarde á eu não consigo se inscrever,Neutral
MrBeast,Giving 1000 Phones Away,😢,Negative
MrBeast,Giving 1000 Phones Away,16348,Neutral
MrBeast,Giving 1000 Phones Away,Plis Samsung jam Poland,Neutral
MrBeast,Giving 1000 Phones Away,❤❤❤,Positive
MrBeast,Giving 1000 Phones Away,Shifting vdjg FNC 🙏🙏🙏🙏🎉😂❤💙,Positive
MrBeast,Giving 1000 Phones Away,Welcome to Kazakhstan 🇰🇿🇰🇿🇰🇿,Neutral
MrBeast,Giving 1000 Phones Away,Love ❤ 🇧🇩,Positive
MrBeast,Giving 1000 Phones Away,🇸🇦💚🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦💚💚💚💚🇸🇦,Neutral
MrBeast,Giving 1000 Phones Away,Mister Brast is the best,Positive
MrBeast,Giving 1000 Phones Away,❤❤,Positive
MrBeast,Giving 1000 Phones Away,🇮🇳,Neutral
MrBeast,Giving 1000 Phones Away,А,Neutral
MrBeast,Giving 1000 Phones Away,I want iphone 14pro max bro😢,Negative
MrBeast,Giving 1000 Phones Away,А мне,Neutral
MrBeast,Giving 1000 Phones Away,I need,Neutral
MrBeast,Giving 1000 Phones Away,Yo porfa mrbeast,Neutral
MrBeast,Giving 1000 Phones Away,Eu. Moro. No. Brasil,Neutral
MrBeast,Giving 1000 Phones Away,😮❤,Positive
MrBeast,Giving 1000 Phones Away,Me pls,Neutral
MrBeast,Giving 1000 Phones Away,Abi bana lütfen bena telefonun verirrmissinmkirazpınar gebze,Neutral
MrBeast,Giving 1000 Phones Away,Obuna bo&#39;lganman,Neutral
MrBeast,Giving 1000 Phones Away,😊😊😊😊😊😊900000000000000000000k❤,Positive
